2026-05-11T15:53:13.606+0700	INFO	livekit	server/main.go:210	starting in development mode
2026-05-11T17:55:16.125+0700	DEBUG	livekit	signalling/signallerasync.go:111	sent signal response	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "response": {"update": {"participants": [{"sid": "PA_DZBPZ8dKcM2A", "identity": "agent-AJ_vjnrzqkoKRxi", "state": "ACTIVE", "joinedAt": 1778496914, "joinedAtMs": 1778496914667, "version": 2, "permission": {"canSubscribe": true, "canPublish": true, "canPublishData": true, "canUpdateMetadata": true, "agent": true}, "kind": "AGENT", "attributes": "<redacted (38 bytes)>", "disconnectReason": "UNKNOWN_REASON"}, {"sid": "PA_qJWPfJZz3VW7", "identity": "test-user", "state": "ACTIVE", "joinedAt": 1778496913, "joinedAtMs": 1778496913126, "version": 2, "permission": {"canSubscribe": true, "canPublish": true, "canPublishData": true}, "kind": "STANDARD", "disconnectReason": "UNKNOWN_REASON"}]}}}
2026-05-11T17:55:16.124+0700	DEBUG	livekit	service/rtcservice.go:533	sending participant update	{"connID": "CO_5yVh8WSfLxWN", "participantUpdate": {"Update":{"participants":[{"sid":"PA_DZBPZ8dKcM2A","identity":"agent-AJ_vjnrzqkoKRxi","state":2,"joined_at":1778496914,"joined_at_ms":1778496914667,"version":2,"permission":{"can_subscribe":true,"can_publish":true,"can_publish_data":true,"can_update_metadata":true,"agent":true},"kind":4,"attributes":{"lk.agent.name":"","lk.agent_name":""}},{"sid":"PA_qJWPfJZz3VW7","identity":"test-user","state":2,"joined_at":1778496913,"joined_at_ms":1778496913126,"version":2,"permission":{"can_subscribe":true,"can_publish":true,"can_publish_data":true}}]}}, "room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "test-user", "participantID": "PA_qJWPfJZz3VW7", "joinDuration": "30.293125ms"}
2026-05-11T17:55:16.125+0700	DEBUG	livekit	service/rtcservice.go:533	sending participant update	{"connID": "CO_r8EPhy8wdhBE", "participantUpdate": {"Update":{"participants":[{"sid":"PA_DZBPZ8dKcM2A","identity":"agent-AJ_vjnrzqkoKRxi","state":2,"joined_at":1778496914,"joined_at_ms":1778496914667,"version":2,"permission":{"can_subscribe":true,"can_publish":true,"can_publish_data":true,"can_update_metadata":true,"agent":true},"kind":4,"attributes":{"lk.agent.name":"","lk.agent_name":""}},{"sid":"PA_qJWPfJZz3VW7","identity":"test-user","state":2,"joined_at":1778496913,"joined_at_ms":1778496913126,"version":2,"permission":{"can_subscribe":true,"can_publish":true,"can_publish_data":true}}]}}, "room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "joinDuration": "2.060666ms"}
2026-05-11T17:55:16.924+0700	DEBUG	livekit	service/rtcservice.go:609	received offer	{"connID": "CO_r8EPhy8wdhBE", "offer": {"Offer":{"type":"offer","sdp":"v=0\r\no=- 1204132843498744585 3 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=group:BUNDLE 0\r\na=extmap-allow-mixed\r\na=msid-semantic: WMS\r\nm=application 61046 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 192.168.100.231\r\na=candidate:3798605113 1 udp 2122260223 192.168.100.231 61046 typ host generation 0 network-id 1 network-cost 50\r\na=ice-ufrag:F49x\r\na=ice-pwd:ycSyS9pq6r+SitrvHF2jBezY\r\na=ice-options:trickle\r\na=fingerprint:sha-256 A9:62:39:C2:87:D7:6D:DB:3B:09:87:8E:5B:E2:5C:CD:17:E1:3C:15:AA:1D:C4:5D:62:58:F0:67:E7:89:5A:90\r\na=setup:actpass\r\na=mid:0\r\na=sctp-port:5000\r\na=max-message-size:262144\r\n"}}, "room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "joinDuration": "2.060666ms"}
2026-05-11T17:55:16.925+0700	DEBUG	livekit	signalling/signalhandler.go:55	handling signal request	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "request": {"offer": {"type": "offer", "sdp": "v=0\r\no=- 1204132843498744585 3 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=group:BUNDLE 0\r\na=extmap-allow-mixed\r\na=msid-semantic: WMS\r\nm=application 61046 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 192.168.100.231\r\na=candidate:3798605113 1 udp 2122260223 192.168.100.231 61046 typ host generation 0 network-id 1 network-cost 50\r\na=ice-ufrag:F49x\r\na=ice-pwd:ycSyS9pq6r+SitrvHF2jBezY\r\na=ice-options:trickle\r\na=fingerprint:sha-256 A9:62:39:C2:87:D7:6D:DB:3B:09:87:8E:5B:E2:5C:CD:17:E1:3C:15:AA:1D:C4:5D:62:58:F0:67:E7:89:5A:90\r\na=setup:actpass\r\na=mid:0\r\na=sctp-port:5000\r\na=max-message-size:262144\r\n"}}}
2026-05-11T17:55:16.925+0700	DEBUG	livekit.pub	rtc/participant.go:1142	received offer	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "transport": "PUBLISHER", "offer": {"type":"offer","sdp":"v=0\r\no=- 1204132843498744585 3 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=group:BUNDLE 0\r\na=extmap-allow-mixed\r\na=msid-semantic: WMS\r\nm=application 61046 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 192.168.100.231\r\na=candidate:3798605113 1 udp 2122260223 192.168.100.231 61046 typ host generation 0 network-id 1 network-cost 50\r\na=ice-ufrag:F49x\r\na=ice-pwd:ycSyS9pq6r+SitrvHF2jBezY\r\na=ice-options:trickle\r\na=fingerprint:sha-256 A9:62:39:C2:87:D7:6D:DB:3B:09:87:8E:5B:E2:5C:CD:17:E1:3C:15:AA:1D:C4:5D:62:58:F0:67:E7:89:5A:90\r\na=setup:actpass\r\na=mid:0\r\na=sctp-port:5000\r\na=max-message-size:262144\r\n"}, "offerId": 0}
2026-05-11T17:55:16.925+0700	DEBUG	livekit.transport	rtc/transport.go:2802	processing offer	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "transport": "PUBLISHER", "offerId": 0}
2026-05-11T17:55:16.925+0700	DEBUG	livekit.pub	rtc/participant.go:1192	sending answer	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "transport": "PUBLISHER", "answer": {"type":"answer","sdp":"v=0\r\no=- 1925042273648134458 1778496915 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 02:2B:FD:08:21:69:BD:0B:A9:2E:D8:82:26:25:46:29:57:48:23:E8:73:B7:03:62:CF:A4:9B:83:E4:D2:46:0B\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:WbrttWIRsMkZDZFt\r\na=ice-pwd:noQhPvxDaRiqwTBywMUPHjgXKWUssGoF\r\na=candidate:3268177582 1 tcp 1671430143 192.168.100.231 7881 typ host tcptype passive ufrag WbrttWIRsMkZDZFt\r\na=candidate:3268177582 2 tcp 1671430143 192.168.100.231 7881 typ host tcptype passive ufrag WbrttWIRsMkZDZFt\r\na=candidate:2134843214 1 udp 2130706431 192.168.100.231 7882 typ host ufrag WbrttWIRsMkZDZFt\r\na=candidate:2134843214 2 udp 2130706431 192.168.100.231 7882 typ host ufrag WbrttWIRsMkZDZFt\r\na=candidate:3150292525 1 udp 1694498815 118.68.100.183 16223 typ srflx raddr 0.0.0.0 rport 49359 ufrag WbrttWIRsMkZDZFt\r\na=candidate:3150292525 2 udp 1694498815 118.68.100.183 16223 typ srflx raddr 0.0.0.0 rport 49359 ufrag WbrttWIRsMkZDZFt\r\na=candidate:3150292525 1 udp 1694498815 118.68.100.183 18735 typ srflx raddr 0.0.0.0 rport 52471 ufrag WbrttWIRsMkZDZFt\r\na=candidate:3150292525 2 udp 1694498815 118.68.100.183 18735 typ srflx raddr 0.0.0.0 rport 52471 ufrag WbrttWIRsMkZDZFt\r\na=candidate:3150292525 1 udp 1694498815 118.68.100.183 8661 typ srflx raddr 0.0.0.0 rport 49793 ufrag WbrttWIRsMkZDZFt\r\na=candidate:3150292525 2 udp 1694498815 118.68.100.183 8661 typ srflx raddr 0.0.0.0 rport 49793 ufrag WbrttWIRsMkZDZFt\r\na=end-of-candidates\r\n"}, "answerId": 0, "midToTrackID": {}}
2026-05-11T17:55:16.925+0700	DEBUG	livekit	signalling/signallerasync.go:111	sent signal response	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "response": {"answer": {"type": "answer", "sdp": "v=0\r\no=- 1925042273648134458 1778496915 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 02:2B:FD:08:21:69:BD:0B:A9:2E:D8:82:26:25:46:29:57:48:23:E8:73:B7:03:62:CF:A4:9B:83:E4:D2:46:0B\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:WbrttWIRsMkZDZFt\r\na=ice-pwd:noQhPvxDaRiqwTBywMUPHjgXKWUssGoF\r\na=candidate:3268177582 1 tcp 1671430143 192.168.100.231 7881 typ host tcptype passive ufrag WbrttWIRsMkZDZFt\r\na=candidate:3268177582 2 tcp 1671430143 192.168.100.231 7881 typ host tcptype passive ufrag WbrttWIRsMkZDZFt\r\na=candidate:2134843214 1 udp 2130706431 192.168.100.231 7882 typ host ufrag WbrttWIRsMkZDZFt\r\na=candidate:2134843214 2 udp 2130706431 192.168.100.231 7882 typ host ufrag WbrttWIRsMkZDZFt\r\na=candidate:3150292525 1 udp 1694498815 118.68.100.183 16223 typ srflx raddr 0.0.0.0 rport 49359 ufrag WbrttWIRsMkZDZFt\r\na=candidate:3150292525 2 udp 1694498815 118.68.100.183 16223 typ srflx raddr 0.0.0.0 rport 49359 ufrag WbrttWIRsMkZDZFt\r\na=candidate:3150292525 1 udp 1694498815 118.68.100.183 18735 typ srflx raddr 0.0.0.0 rport 52471 ufrag WbrttWIRsMkZDZFt\r\na=candidate:3150292525 2 udp 1694498815 118.68.100.183 18735 typ srflx raddr 0.0.0.0 rport 52471 ufrag WbrttWIRsMkZDZFt\r\na=candidate:3150292525 1 udp 1694498815 118.68.100.183 8661 typ srflx raddr 0.0.0.0 rport 49793 ufrag WbrttWIRsMkZDZFt\r\na=candidate:3150292525 2 udp 1694498815 118.68.100.183 8661 typ srflx raddr 0.0.0.0 rport 49793 ufrag WbrttWIRsMkZDZFt\r\na=end-of-candidates\r\n"}}}
2026-05-11T17:55:16.925+0700	DEBUG	livekit	service/rtcservice.go:516	sending answer	{"connID": "CO_r8EPhy8wdhBE", "answer": {"Answer":{"type":"answer","sdp":"v=0\r\no=- 1925042273648134458 1778496915 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 02:2B:FD:08:21:69:BD:0B:A9:2E:D8:82:26:25:46:29:57:48:23:E8:73:B7:03:62:CF:A4:9B:83:E4:D2:46:0B\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:WbrttWIRsMkZDZFt\r\na=ice-pwd:noQhPvxDaRiqwTBywMUPHjgXKWUssGoF\r\na=candidate:3268177582 1 tcp 1671430143 192.168.100.231 7881 typ host tcptype passive ufrag WbrttWIRsMkZDZFt\r\na=candidate:3268177582 2 tcp 1671430143 192.168.100.231 7881 typ host tcptype passive ufrag WbrttWIRsMkZDZFt\r\na=candidate:2134843214 1 udp 2130706431 192.168.100.231 7882 typ host ufrag WbrttWIRsMkZDZFt\r\na=candidate:2134843214 2 udp 2130706431 192.168.100.231 7882 typ host ufrag WbrttWIRsMkZDZFt\r\na=candidate:3150292525 1 udp 1694498815 118.68.100.183 16223 typ srflx raddr 0.0.0.0 rport 49359 ufrag WbrttWIRsMkZDZFt\r\na=candidate:3150292525 2 udp 1694498815 118.68.100.183 16223 typ srflx raddr 0.0.0.0 rport 49359 ufrag WbrttWIRsMkZDZFt\r\na=candidate:3150292525 1 udp 1694498815 118.68.100.183 18735 typ srflx raddr 0.0.0.0 rport 52471 ufrag WbrttWIRsMkZDZFt\r\na=candidate:3150292525 2 udp 1694498815 118.68.100.183 18735 typ srflx raddr 0.0.0.0 rport 52471 ufrag WbrttWIRsMkZDZFt\r\na=candidate:3150292525 1 udp 1694498815 118.68.100.183 8661 typ srflx raddr 0.0.0.0 rport 49793 ufrag WbrttWIRsMkZDZFt\r\na=candidate:3150292525 2 udp 1694498815 118.68.100.183 8661 typ srflx raddr 0.0.0.0 rport 49793 ufrag WbrttWIRsMkZDZFt\r\na=end-of-candidates\r\n"}}, "room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "joinDuration": "2.060666ms"}
2026-05-11T17:55:16.926+0700	DEBUG	livekit	service/rtcservice.go:613	received signal request	{"connID": "CO_r8EPhy8wdhBE", "request": {"Leave":{"reason":1}}, "room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "joinDuration": "2.060666ms"}
2026-05-11T17:55:16.926+0700	DEBUG	livekit	service/rtcservice.go:432	finishing WS connection	{"connID": "CO_r8EPhy8wdhBE", "closedByClient": true, "room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "joinDuration": "2.060666ms"}
2026-05-11T17:55:16.926+0700	DEBUG	livekit	service/rtcservice.go:499	nothing to read from response source	{"connID": "CO_r8EPhy8wdhBE", "room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "joinDuration": "2.060666ms"}
2026-05-11T17:55:16.926+0700	DEBUG	livekit	signalling/signalhandler.go:55	handling signal request	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "request": {"leave": {"reason": "CLIENT_INITIATED", "action": "DISCONNECT"}}}
2026-05-11T17:55:16.926+0700	DEBUG	livekit	signalling/signalhandler.go:98	client leaving room	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "reason": "CLIENT_REQUEST_LEAVE"}
2026-05-11T17:55:16.926+0700	INFO	livekit	rtc/participant.go:1392	participant closing	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "sendLeave": true, "reason": "CLIENT_REQUEST_LEAVE", "isExpectedToResume": false, "clientInfo": {"sdk": "PYTHON", "version": "1.1.7", "protocol": 17, "os": "Mac OS", "osVersion": "15.0.1", "deviceModel": "MacBookPro17,1"}, "kind": "AGENT", "sessionDuration": "1.192985166s"}
2026-05-11T17:55:16.926+0700	DEBUG	livekit	service/signal.go:174	signal stream closed	{"room": "kiosk-room", "participant": "agent-AJ_vjnrzqkoKRxi", "connID": "CO_r8EPhy8wdhBE", "error": null}
2026-05-11T17:55:16.926+0700	DEBUG	livekit	routing/signal.go:139	signal stream closed	{"room": "kiosk-room", "reqNodeID": "ND_VANKS5F48CZ4", "participant": "agent-AJ_vjnrzqkoKRxi", "connID": "CO_r8EPhy8wdhBE", "participantInit": {"Identity": "agent-AJ_vjnrzqkoKRxi", "Reconnect": false, "ReconnectReason": "RR_UNKNOWN", "AutoSubscribe": true, "AutoSubscribeDataTrack": "not-set", "Client": {"sdk": "PYTHON", "version": "1.1.7", "protocol": 17, "os": "Mac OS", "osVersion": "15.0.1", "deviceModel": "MacBookPro17,1"}, "Grants": {"Identity": "agent-AJ_vjnrzqkoKRxi", "Kind": "agent", "KindDetails": [], "Video": {"RoomCreate": false, "RoomList": false, "RoomRecord": false, "RoomAdmin": false, "RoomJoin": true, "Room": "kiosk-room", "CanPublish": true, "CanSubscribe": true, "CanPublishData": true, "CanPublishSources": [], "CanUpdateOwnMetadata": true, "IngressAdmin": false, "Hidden": false, "Recorder": false, "Agent": true, "CanSubscribeMetrics": false, "DestinationRoom": ""}, "SIP": {}, "Agent": {}, "Inference": {}, "Observability": {}, "RoomConfig": {}, "RoomPreset": ""}, "Region": "", "AdaptiveStream": false, "ID": "", "SubscriberAllowPause": "not-set", "DisableICELite": false, "CreateRoom": {"name": "kiosk-room"}, "AddTrackRequests": [], "PublisherOffer": {}, "SyncState": {}, "UseSinglePeerConnection": false}, "startSession": {"roomName": "kiosk-room", "identity": "agent-AJ_vjnrzqkoKRxi", "connectionID": "CO_r8EPhy8wdhBE", "autoSubscribe": true, "client": {"sdk": "PYTHON", "version": "1.1.7", "protocol": 17, "os": "Mac OS", "osVersion": "15.0.1", "deviceModel": "MacBookPro17,1", "address": "::1"}, "grantsJson": "{\"identity\":\"agent-AJ_vjnrzqkoKRxi\",\"kind\":\"agent\",\"video\":{\"roomJoin\":true,\"room\":\"kiosk-room\",\"canPublish\":true,\"canSubscribe\":true,\"canPublishData\":true,\"canUpdateOwnMetadata\":true,\"agent\":true,\"canSubscribeMetrics\":false},\"attributes\":{\"lk.agent.name\":\"\",\"lk.agent_name\":\"\"}}", "reconnectReason": "RR_UNKNOWN", "createRoom": {"name": "kiosk-room"}}, "error": "stream closed"}
2026-05-11T17:55:16.926+0700	DEBUG	livekit	signalling/signallerasync.go:97	could not send message to participant	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "error": "stream closed", "messageType": "*livekit.SignalResponse_Leave"}
2026-05-11T17:55:16.926+0700	DEBUG	livekit	rtc/participant.go:2139	updating participant state	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "state": "DISCONNECTED"}
2026-05-11T17:55:16.926+0700	DEBUG	livekit	signalling/signallerasyncbase.go:60	closing signal connection	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "reason": "PARTICIPANT_CLOSE", "connID": "CO_r8EPhy8wdhBE"}
2026-05-11T17:55:16.926+0700	DEBUG	livekit	service/roommanager.go:717	RTC session finishing	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "connID": "CO_r8EPhy8wdhBE"}
2026-05-11T17:55:16.926+0700	INFO	livekit	telemetry/events.go:196	stats worker active	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "worker": {"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "isConnected": true, "closedAt": "0001-01-01T00:00:00.000Z", "refCount": {"count": 1}}}
2026-05-11T17:55:16.927+0700	DEBUG	livekit	signalling/signallerasync.go:65	could not send message to participant, participant disconnected	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "messageType": "*livekit.SignalResponse_DataTrackSubscriberHandles"}
2026-05-11T17:55:16.927+0700	WARN	livekit.transport	rtc/transport.go:937	error reading data channel	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "transport": "PUBLISHER", "label": "_reliable", "error": "[0x191a8378cc08] abort chunk, with following errors: (User Initiated Abort: Close called)"}
2026-05-11T17:55:16.927+0700	WARN	livekit.transport	rtc/transport.go:937	error reading data channel	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "transport": "PUBLISHER", "label": "_data_track", "error": "[0x191a8378cc08] abort chunk, with following errors: (User Initiated Abort: Close called)"}
2026-05-11T17:55:16.927+0700	WARN	livekit.transport	rtc/transport.go:937	error reading data channel	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "transport": "PUBLISHER", "label": "_lossy", "error": "[0x191a8378cc08] abort chunk, with following errors: (User Initiated Abort: Close called)"}
2026-05-11T17:55:16.927+0700	DEBUG	livekit.transport	rtc/transport.go:846	peer connection state change	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "transport": "PUBLISHER", "state": "closed"}
2026-05-11T17:55:16.927+0700	DEBUG	livekit.transport	rtc/transport.go:835	ice connection state change	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "transport": "PUBLISHER", "state": "closed"}
2026-05-11T17:55:16.927+0700	DEBUG	livekit.transport	rtc/transport.go:846	peer connection state change	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "transport": "SUBSCRIBER", "state": "closed"}
2026-05-11T17:55:16.927+0700	DEBUG	livekit.transport	rtc/transport.go:835	ice connection state change	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "transport": "SUBSCRIBER", "state": "closed"}
2026-05-11T17:55:16.927+0700	WARN	livekit.transport	rtc/transport.go:1294	error reading data channel	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "transport": "SUBSCRIBER", "label": "_reliable", "error": "dtls timeout: read/write timeout: context deadline exceeded"}
2026-05-11T17:55:16.927+0700	WARN	livekit.transport	rtc/transport.go:1294	error reading data channel	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "transport": "SUBSCRIBER", "label": "_data_track", "error": "dtls timeout: read/write timeout: context deadline exceeded"}
2026-05-11T17:55:16.927+0700	WARN	livekit.transport	rtc/transport.go:1294	error reading data channel	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "agent-AJ_vjnrzqkoKRxi", "participantID": "PA_DZBPZ8dKcM2A", "remote": false, "transport": "SUBSCRIBER", "label": "_lossy", "error": "dtls timeout: read/write timeout: context deadline exceeded"}
2026-05-11T17:55:17.205+0700	INFO	livekit.agents	agent/worker.go:534	job ended	{"workerID": "AW_4o5Xn9j2RDve", "agentName": "", "jobType": "JT_ROOM", "jobID": "AJ_vjnrzqkoKRxi", "status": "JS_SUCCESS", "error": ""}
2026-05-11T17:55:18.124+0700	DEBUG	livekit	signalling/signallerasync.go:111	sent signal response	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "test-user", "participantID": "PA_qJWPfJZz3VW7", "remote": false, "response": {"connectionQuality": {"updates": [{"participantSid": "PA_qJWPfJZz3VW7", "quality": "EXCELLENT", "score": 4.5}]}}}
2026-05-11T17:55:18.124+0700	DEBUG	livekit	signalling/signallerasync.go:111	sent signal response	{"room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "test-user", "participantID": "PA_qJWPfJZz3VW7", "remote": false, "response": {"roomUpdate": {"room": {"sid": "RM_dL5tD6tNv6DR", "name": "kiosk-room", "emptyTimeout": 300, "departureTimeout": 20, "creationTime": 1778496913, "creationTimeMs": 1778496913121, "turnPassword": "O4wusCezOBdGfTR15e2nrMz7bh12IVzB2fLl6hZVtSUA", "enabledCodecs": [{"mime": "audio/PCMU"}, {"mime": "audio/PCMA"}, {"mime": "audio/opus"}, {"mime": "audio/red"}, {"mime": "video/VP8"}, {"mime": "video/H264"}, {"mime": "video/VP9"}, {"mime": "video/AV1"}, {"mime": "video/H265"}, {"mime": "video/rtx"}], "numParticipants": 1}}}}
2026-05-11T17:55:18.124+0700	DEBUG	livekit	service/rtcservice.go:553	sending signal response	{"connID": "CO_5yVh8WSfLxWN", "response": {"ConnectionQuality":{"updates":[{"participant_sid":"PA_qJWPfJZz3VW7","quality":2,"score":4.5}]}}, "room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "test-user", "participantID": "PA_qJWPfJZz3VW7", "joinDuration": "30.293125ms"}
2026-05-11T17:55:18.124+0700	DEBUG	livekit	service/rtcservice.go:529	sending room update	{"connID": "CO_5yVh8WSfLxWN", "roomUpdate": {"RoomUpdate":{"room":{"sid":"RM_dL5tD6tNv6DR","name":"kiosk-room","empty_timeout":300,"departure_timeout":20,"creation_time":1778496913,"creation_time_ms":1778496913121,"turn_password":"O4wusCezOBdGfTR15e2nrMz7bh12IVzB2fLl6hZVtSUA","enabled_codecs":[{"mime":"audio/PCMU"},{"mime":"audio/PCMA"},{"mime":"audio/opus"},{"mime":"audio/red"},{"mime":"video/VP8"},{"mime":"video/H264"},{"mime":"video/VP9"},{"mime":"video/AV1"},{"mime":"video/H265"},{"mime":"video/rtx"}],"num_participants":1}}}, "room": "kiosk-room", "roomID": "RM_dL5tD6tNv6DR", "participant": "test-user", "participantID": "PA_qJWPfJZz3VW7", "joinDuration": "30.293125ms"}
